,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname,y_pred
4382,Sugar,2004,103,Drama,2,actress,5.5,17,Christine M. Pratt,1
4385,Unspoken,2006,82,Drama,1,actor,5.6,71,Justin Allen,4
4386,Unspoken,2006,82,Drama,2,actor,5.6,71,Matthew Siegan,4
4413,Venom,2005,87,Horror,1,actress,4.6,10156,Agnes Bruckner,4
4414,Venom,2005,87,Horror,2,actor,4.6,10156,Jonathan Jackson,4
4461,On the Edge,2006,110,Drama,1,actress,4.9,777,Ana de la Reguera,4
4462,On the Edge,2006,110,Drama,2,actress,4.9,777,Ingrid Martz,4
4465,Sacred Heart,2005,120,Drama,1,actress,6.3,1879,Barbora Bobulova,1
4466,Sacred Heart,2005,120,Drama,2,actor,6.3,1879,Andrea Di Stefano,1
4527,Round Trip,2003,95,Drama,1,actress,5.7,221,Anat Waxman,1
4528,Round Trip,2003,95,Drama,2,actor,5.7,221,Eyal Rozales,1
4581,Flowers,2004,72,Drama,1,actress,8.0,39,Giovanna Aviles,1
4582,Flowers,2004,72,Drama,2,actor,8.0,39,Kenny Borgas,1
4587,Limbo,2004,93,Mystery,1,actor,7.0,83,Michael Berry,1
4588,Limbo,2004,93,Mystery,2,actor,7.0,83,J.D. Brookshire,1
4619,Homecoming,2004,104,Drama,1,actor,6.8,59,Ryan Harper Gray,1
4620,Homecoming,2004,104,Drama,2,actress,6.8,59,Kathryn Sannella,1
4629,Sugar,2005,80,Thriller,1,actress,5.1,106,Samara Golden,4
4630,Sugar,2005,80,Thriller,2,director,5.1,106,Patrick Jolley,4
4667,Under the Gun,2004,74,Comedy,1,actress,5.1,26,Cazzy Golomb,4
4668,Under the Gun,2004,74,Comedy,2,actor,5.1,26,John Hawk,4
4681,Death's Door,2008,92,Horror,1,actor,4.6,118,Sewell Whitney,4
4682,Death's Door,2008,92,Horror,2,actress,4.6,118,Alicia Petrides,4
4685,Family,2006,95,Thriller,1,actor,5.0,128,Boyd Kestner,4
4686,Family,2006,95,Thriller,2,actress,5.0,128,Renée Humphrey,4
4813,Forgiven,2006,81,Drama,1,actor,6.8,142,Paul Fitzgerald,1
4814,Forgiven,2006,81,Drama,2,actor,6.8,142,Russell Hornsby,1
4825,Blood,2005,90,Drama,1,actor,5.9,669,Fernando Corona,1
4826,Blood,2005,90,Drama,2,actor,5.9,669,Cirilo Recio Dávila,1
4833,Cult,2007,85,Horror,1,actress,2.9,991,Taryn Manning,4
4834,Cult,2007,85,Horror,2,actress,2.9,991,Rachel Miner,4
4837,For Real,2009,86,Drama,1,actress,7.0,35,Sarita Choudhury,1
4838,For Real,2009,86,Drama,2,actor,7.0,35,Adil Hussain,1
4841,Losing Ground,2005,90,Drama,1,actress,7.9,41,Eileen O'Connell,1
4842,Losing Ground,2005,90,Drama,2,actor,7.9,41,Kendall Pigg,1
4857,My Son,2006,79,Drama,1,actress,6.7,796,Nathalie Baye,1
4858,My Son,2006,79,Drama,2,actor,6.7,796,Victor Sévaux,1
4861,Seed,2000,90,Drama,1,actor,8.2,38,John Michael Bolger,1
4862,Seed,2000,90,Drama,2,actor,8.2,38,Ronnie Boykins Jr.,1
4863,Favorite Son,2001,91,Drama,1,actress,4.8,49,Ornella Muti,4
4864,Favorite Son,2001,91,Drama,2,actor,4.8,49,Reginaldo Faria,4
4911,Believe,2007,80,Comedy,1,actor,5.7,117,Larry Bagby,4
4912,Believe,2007,80,Comedy,2,actor,5.7,117,Lincoln Hoppe,4
4939,Red Eye,2005,96,Horror,1,actress,4.7,871,Shin-yeong Jang,4
4940,Red Eye,2005,96,Horror,2,actress,4.7,871,Ji-min Kwak,4
4992,Hostel,2005,94,Horror,1,actor,5.9,177641,Jay Hernandez,2
4993,Hostel,2005,94,Horror,2,actor,5.9,177641,Derek Richardson,2
4994,The List,2004,90,Drama,1,actress,6.8,20,Libby Brien,1
4995,The List,2004,90,Drama,2,actor,6.8,20,Erik Anderson,1
5026,Mad World,2010,98,Drama,1,actor,6.1,355,Gary Cairns,7
5027,Mad World,2010,98,Drama,2,actor,6.1,355,Dylan Booth,7
5046,The Passing,2011,92,Horror,1,actress,3.2,231,Crystal Day,0
5047,The Passing,2011,92,Horror,2,actress,3.2,231,Elizabeth Ann Bennett,0
5062,Solitude,2005,74,Drama,1,actor,8.4,15,Rob Hess,1
5063,Solitude,2005,74,Drama,2,actor,8.4,15,Chris Peters,1
5138,Forever,2005,77,Drama,1,actor,9.2,8,Justin Michael Morales,1
5139,Forever,2005,77,Drama,2,actress,9.2,8,Dylan Hundley,1
5144,Natasha,2007,87,Thriller,1,actress,5.0,642,Algina Lipskis,4
5145,Natasha,2007,87,Thriller,2,actress,5.0,642,Sheyla Shehovich,4
5186,Repetition,2005,87,Drama,1,actor,8.3,7,Ansa Akyea,1
5187,Repetition,2005,87,Drama,2,actor,8.3,7,Brad Armacost,1
5224,The Trap,2005,90,Thriller,1,actor,7.9,18,James C. Burns,1
5225,The Trap,2005,90,Thriller,2,actor,7.9,18,Richard DeGuilio,1
5226,In the Dark,2004,100,Horror,2,actor,3.1,133,Matt Cinquanta,4
5275,After the Wedding,2006,120,Drama,1,actor,7.7,34294,Mads Mikkelsen,1
5276,After the Wedding,2006,120,Drama,2,actress,7.7,34294,Sidse Babett Knudsen,1
5289,Alice,2005,102,Drama,1,actor,7.3,2283,Nuno Lopes,1
5290,Alice,2005,102,Drama,2,actress,7.3,2283,Beatriz Batarda,1
5301,Audition,2005,111,Drama,1,actor,7.3,1214,Luc Picard,1
5302,Audition,2005,111,Drama,2,actress,7.3,1214,Suzanne Clément,1
5313,Callback,2005,94,Comedy,1,actor,7.2,19,Jack Anthony,1
5314,Callback,2005,94,Comedy,2,actor,7.2,19,Alan Blumenfeld,1
5331,Repetition,2005,83,Comedy,2,actor,8.6,50,Alex Albrecht,1
5345,Falling,2005,84,Drama,1,actor,5.5,62,Fode Bangoura,4
5346,Falling,2005,84,Drama,2,actor,5.5,62,Kelly Troy Howard,4
5363,Bloodline,2005,88,Drama,1,actor,4.9,121,Benzino,4
5364,Bloodline,2005,88,Drama,2,actor,4.9,121,Tanorris Blash,4
5377,Envy,2005,98,Drama,1,actor,6.5,63,Ray J,1
5378,Envy,2005,98,Drama,2,actor,6.5,63,Az,1
5411,Mentor,2006,92,Drama,1,actor,6.1,218,Rutger Hauer,1
5412,Mentor,2006,92,Drama,2,actor,6.1,218,Matthew Davis,1
5419,Neptune,2005,105,Fantasy,1,actor,8.1,9,Dan Abbott,1
5420,Neptune,2005,105,Fantasy,2,actress,8.1,9,Estrella Espinoza,1
5429,South of Hell,2005,92,Horror,1,actor,6.4,57,Dustin Bricker,1
5430,South of Hell,2005,92,Horror,2,actor,6.4,57,Nick Burr,1
5445,Sacrifice,2004,90,Drama,1,actress,7.8,19,DebbieAnn Pustam,1
5446,Sacrifice,2004,90,Drama,2,actor,7.8,19,Mahadeo Shivraj,1
5575,Canary,2004,132,Drama,1,actor,7.0,333,Hôshi Ishida,1
5576,Canary,2004,132,Drama,2,actress,7.0,333,Mitsuki Tanimura,1
5643,One Night,2005,78,Drama,1,actress,5.9,170,Hanie Tavassoli,1
5644,One Night,2005,78,Drama,2,actor,5.9,170,Saeed Ebrahimifar,1
5647,August,2008,88,Drama,1,actor,5.3,4198,Josh Hartnett,4
5648,August,2008,88,Drama,2,actress,5.3,4198,Naomie Harris,4
5753,Trust Me,2007,96,Comedy,1,actor,6.3,95,Cory Pendergast,1
5754,Trust Me,2007,96,Comedy,2,actor,6.3,95,Enn Reitel,1
5775,Aftermath,2005,89,Drama,1,actress,8.3,43,Rebecca Lynne,1
5776,Aftermath,2005,89,Drama,2,actor,8.3,43,J.P. Clemens,1
5777,All In,2006,98,Drama,1,actress,3.8,1346,Dominique Swain,4
5778,All In,2006,98,Drama,2,actor,3.8,1346,Michael Madsen,4
5807,The Suspect,2006,88,Thriller,1,actress,5.1,236,Jamie Luner,4
5808,The Suspect,2006,88,Thriller,2,actor,5.1,236,Adrian Hough,4
5811,Trigger,2006,78,Family,1,actress,5.1,170,Ann Kristin Sømme,4
5812,Trigger,2006,78,Family,2,actor,5.1,170,Sven Wollter,4
5837,Security,2005,81,Drama,1,actor,7.1,11,Josh Cereghino,1
5838,Security,2005,81,Drama,2,actress,7.1,11,Nima Bassiri,1
5843,Stranger,2000,83,Drama,1,actor,6.2,23,Scott Walters,1
5844,Stranger,2000,83,Drama,2,actor,6.2,23,Doug Burysek,1
5863,Satanic,2006,88,Horror,1,actress,3.0,923,Annie Sorell,4
5864,Satanic,2006,88,Horror,2,actor,3.0,923,Jeffrey Combs,4
5871,Rain,2006,105,Drama,1,actress,5.6,389,Brooklyn Sudano,1
5872,Rain,2006,105,Drama,2,actor,5.6,389,Robert Loggia,1
5873,Shades of Gray,2005,76,Comedy,1,actor,7.4,257,Jesse Cowell,1
5874,Shades of Gray,2005,76,Comedy,2,actor,7.4,257,Manuel Bermudez,1
5937,Interview,2007,84,Drama,1,actress,6.8,13616,Sienna Miller,1
5938,Interview,2007,84,Drama,2,actor,6.8,13616,Steve Buscemi,1
5941,Bad Habits,2007,103,Drama,1,actress,6.7,1017,Ximena Ayala,1
5942,Bad Habits,2007,103,Drama,2,actress,6.7,1017,Alma Sofía Martínez,1
6011,Seagull,2005,87,Drama,1,actor,7.2,20,Jason Antoon,1
6012,Seagull,2005,87,Drama,2,actress,7.2,20,Julianne Nicholson,1
6015,Treasure,2005,81,Comedy,1,actress,8.0,21,Kae DeCotiis,1
6016,Treasure,2005,81,Comedy,2,actress,8.0,21,Elizabeth Newcomer,1
6021,Chasing the Sun,2004,86,Drama,1,actor,7.3,246,Fedi Nuril,1
6022,Chasing the Sun,2004,86,Drama,2,actor,7.3,246,Winky Wiryawan,1
6047,Home Sweet Home,2005,99,Horror,1,actress,5.7,395,Shu Qi,4
6048,Home Sweet Home,2005,99,Horror,2,actress,5.7,395,Karena Kar-Yan Lam,4
6055,One Way,2006,116,Thriller,1,actor,6.1,3267,Til Schweiger,1
6056,One Way,2006,116,Thriller,2,actress,6.1,3267,Lauren Lee Smith,1
6085,Superheroes,2007,87,Drama,1,actor,6.1,122,Dash Mihok,1
6086,Superheroes,2007,87,Drama,2,actor,6.1,122,Spencer Treat Clark,1
6105,Forgiveness,2006,97,Drama,1,actor,6.4,102,Itay Tiran,1
6106,Forgiveness,2006,97,Drama,2,actress,6.4,102,Clara Khoury,1
6117,The Three Musketeers,2005,70,Animation,1,actress,6.1,91,Nastja Arcel,1
6118,The Three Musketeers,2005,70,Animation,2,actor,6.1,91,Lars Bom,1
6141,Dreamer,2005,98,Fantasy,1,actor,7.1,334,Ky Evans,1
6142,Dreamer,2005,98,Fantasy,2,actor,7.1,334,Don Langley,1
6165,Bloodline,2004,96,Horror,1,actor,4.0,181,Clay Adams,4
6166,Bloodline,2004,96,Horror,2,actor,4.0,181,Josh Gibson,4
6215,Charlie,2007,88,Drama,1,actor,7.8,24,D.J. Mendel,1
6216,Charlie,2007,88,Drama,2,actress,7.8,24,Denise Greber,1
6225,Joshua,2006,95,Horror,1,actor,5.1,658,Jim Betz,4
6226,Joshua,2006,95,Horror,2,actor,5.1,658,Jacob Casper,4
6231,Souvenir,2006,80,Mystery,1,actor,8.6,43,Mark Anthony Adkins,1
6232,Souvenir,2006,80,Mystery,2,actor,8.6,43,Joel Bryant,1
6297,Baggage,2008,110,Drama,1,actor,4.9,384,Barry Bostwick,4
6298,Baggage,2008,110,Drama,2,actress,4.9,384,Cheryl Ladd,4
6345,The Door,2005,92,Mystery,1,actress,6.3,21,Helene Alter-Dyche,1
6346,The Door,2005,92,Mystery,2,actress,6.3,21,Arlene Cooney,1
6375,Trap,2006,83,Thriller,1,actress,5.1,95,Lauren Allen,4
6376,Trap,2006,83,Thriller,2,actress,5.1,95,Heather Kozlakowski,4
6427,The Unforgiven,2005,121,Drama,1,actor,6.8,348,Sung-chun Han,1
6428,The Unforgiven,2005,121,Drama,2,actor,6.8,348,Seo-won Jang,1
6439,The Other,2007,83,Drama,1,actor,5.8,528,Julio Chávez,1
6440,The Other,2007,83,Drama,2,actress,5.8,528,María Onetto,1
6465,The Wedding Video,2007,85,Comedy,1,actress,8.0,43,Christine Blackburn,1
6466,The Wedding Video,2007,85,Comedy,2,actor,8.0,43,Jeff Kueppers,1
6485,Seed,2006,90,Horror,1,actor,3.1,6979,Michael Paré,4
6486,Seed,2006,90,Horror,2,actor,3.1,6979,Will Sanderson,4
6531,The List,2007,105,Thriller,1,actor,3.8,1717,Malcolm McDowell,4
6532,The List,2007,105,Thriller,2,actor,3.8,1717,Chuck Carrington,4
6549,The Hanged Man,2008,114,Drama,1,actress,5.9,692,Clara Lago,1
6550,The Hanged Man,2008,114,Drama,2,actor,5.9,692,Álvaro Cervantes,1
6561,Water,2004,72,Crime,1,actor,6.8,42,Johnny Davidson,1
6562,Water,2004,72,Crime,2,actor,6.8,42,Googy Gress,1
6637,Doubles,2001,91,Thriller,1,actor,6.2,16,Ken'ichi Hagiwara,1
6638,Doubles,2001,91,Thriller,2,actress,6.2,16,Ayako Kawahara,1
6671,Wages of Sin,2007,95,Action,1,actor,5.9,95,Nathyn Masters,4
6672,Wages of Sin,2007,95,Action,2,actress,5.9,95,Ci Ci Foster,1
6681,Girlfriends,2006,90,Comedy,1,actress,4.1,276,Soko,4
6682,Girlfriends,2006,90,Comedy,2,actress,4.1,276,Djena Tsimba,4
6733,Mom,2006,70,Comedy,1,actress,5.9,108,Julie Goldman,4
6734,Mom,2006,70,Comedy,2,actress,5.9,108,Emily A. Burton,4
6741,The Yellow Wallpaper,2012,115,Thriller,1,actor,6.3,1930,Aric Cushing,3
6742,The Yellow Wallpaper,2012,115,Thriller,2,actress,6.3,1930,Juliet Landau,3
6763,Live Evil,2009,97,Horror,1,actor,4.0,346,Tim Thomerson,4
6764,Live Evil,2009,97,Horror,2,actor,4.0,346,Mark Hengst,4
6783,Death at a Funeral,2007,90,Comedy,1,actor,7.3,114765,Matthew Macfadyen,2
6784,Death at a Funeral,2007,90,Comedy,2,actor,7.3,114765,Peter Dinklage,2
6785,Frank,2007,90,Family,1,actor,5.0,251,Greg Amici,4
6786,Frank,2007,90,Family,2,actor,5.0,251,David Browneagle,4
6829,Bloom,2005,98,Drama,1,actress,8.5,14,Jillian Abia,1
6830,Bloom,2005,98,Drama,2,actress,8.5,14,Marj Abrams,1
6837,Happy Holidays,2008,103,Comedy,1,actor,7.5,54,Paul Hungerford,1
6838,Happy Holidays,2008,103,Comedy,2,actor,7.5,54,John B. Crye,1
6856,Miracle,2006,105,Romance,1,actor,5.9,186,Christian Skolmen,1
6857,Miracle,2006,105,Romance,2,actress,5.9,186,Eva Röse,1
6876,The Promotion,2008,86,Comedy,1,actor,5.6,18719,Seann William Scott,4
6877,The Promotion,2008,86,Comedy,2,actor,5.6,18719,John C. Reilly,4
6880,Asylum,2008,93,Horror,1,actress,4.0,3703,Sarah Roemer,4
6881,Asylum,2008,93,Horror,2,actor,4.0,3703,Jake Muxworthy,4
6882,Dream State,2009,90,Comedy,1,actress,6.2,85,Kelli Nordhus,5
6883,Dream State,2009,90,Comedy,2,actress,6.2,85,Amanda Carrier,5
6892,Thicker Than Water,2006,90,Drama,1,actor,6.2,175,Róbert Arnfinnsson,1
6893,Thicker Than Water,2006,90,Drama,2,actor,6.2,175,Þorsteinn Bachmann,1
6904,Blocked,2006,97,Drama,1,actor,6.2,48,Matthew Godfrey,1
6905,Blocked,2006,97,Drama,2,actor,6.2,48,Michael Piscitelli,1
6940,Jellyfish,2007,78,Drama,1,actress,7.0,2669,Sarah Adler,1
6941,Jellyfish,2007,78,Drama,2,actress,7.0,2669,Nikol Leidman,1
6964,7 Years,2006,86,Drama,1,actress,6.1,284,Valérie Donzelli,1
6965,7 Years,2006,86,Drama,2,actor,6.1,284,Cyril Troley,1
6986,Closure,2007,94,Drama,1,actor,8.6,48,Shawn Vena,1
6987,Closure,2007,94,Drama,2,actress,8.6,48,Tara Stiles,1
6990,Cross the Line,2010,87,Action,1,actress,3.9,56,Tina Krause,4
6991,Cross the Line,2010,87,Action,2,actor,3.9,56,Albert J. Allie,4
7010,The Passage,2006,108,Mystery,1,actor,8.2,17,Mike Connors,1
7011,The Passage,2006,108,Mystery,2,actor,8.2,17,George Smith,1
7042,The Final Curtain,2007,103,Horror,1,actor,3.0,362,Reggie Bannister,4
7043,The Final Curtain,2007,103,Horror,2,actor,3.0,362,Jason Carter,4
7080,Speechless,2006,70,Drama,1,actress,8.4,22,Debbie Fan,1
7081,Speechless,2006,70,Drama,2,actor,8.4,22,Omari Hardwick,1
7094,Romeo and Juliet,2006,105,Drama,1,actress,4.7,289,Jeanne Moreau,4
7095,Romeo and Juliet,2006,105,Drama,2,actor,4.7,289,Thomas Lalonde,4
7100,Troubled Waters,2006,95,Thriller,1,actress,5.1,613,Jennifer Beals,4
7101,Troubled Waters,2006,95,Thriller,2,actor,5.1,613,Jonathan Goad,4
7124,The Sacrifice,2005,95,Horror,1,actor,5.0,32,Kevin Belval,4
7125,The Sacrifice,2005,95,Horror,2,actress,5.0,32,Amber Bonilla,4
7174,Home,2008,84,Drama,1,actress,5.3,195,Marcia Gay Harden,4
7175,Home,2008,84,Drama,2,actress,5.3,195,Marian Seldes,4
7178,Blackout,2007,95,Drama,1,actor,5.9,583,Jeffrey Wright,1
7179,Blackout,2007,95,Drama,2,actress,5.9,583,Zoe Saldana,1
7202,Absence,2009,71,Thriller,1,actress,6.1,65,Margaret Laney,5
7203,Absence,2009,71,Thriller,2,actor,6.1,65,Eron Otcasek,4
7220,Wages of Sin,2006,93,Horror,1,actor,2.7,302,Brandon Michael Anderson,4
7221,Wages of Sin,2006,93,Horror,2,actress,2.7,302,Ashlie Victoria Clark,4
7261,Awaken,2005,95,Drama,1,actor,7.5,12,Carlo Aquino,1
7262,Awaken,2005,95,Drama,2,actor,7.5,12,Ketchup Eusebio,1
7263,Trust,2006,86,Drama,1,actor,4.5,53,E. Roger Mitchell,4
7264,Trust,2006,86,Drama,2,actress,4.5,53,Paula Rittie,4
7299,Sinner,2007,88,Drama,1,actor,5.3,117,Nick Chinlund,4
7300,Sinner,2007,88,Drama,2,actress,5.3,117,Georgina Cates,4
7309,Falling,2006,88,Drama,1,actress,5.8,296,Nina Proll,1
7310,Falling,2006,88,Drama,2,actress,5.8,296,Birgit Minichmayr,1
7337,Measure for Measure,2006,80,Drama,1,actress,5.5,67,Josephine Rogers,4
7338,Measure for Measure,2006,80,Drama,2,actor,5.5,67,Daniel Roberts,4
7341,Victoriana,2007,78,Drama,1,actress,5.9,9,Carson Maness,1
7342,Victoriana,2007,78,Drama,2,actress,5.9,9,Melissa Ferrer,1
7343,Shelter,2008,101,Drama,1,actor,5.3,166,James Casey,4
7344,Shelter,2008,101,Drama,2,actor,5.3,166,Chris Elston,4
7359,Suddenly,2006,96,Drama,1,actor,6.3,1416,Michael Nyqvist,1
7360,Suddenly,2006,96,Drama,2,actor,6.3,1416,Anastasios Soulis,1
7363,Favorite Son,2008,90,Drama,1,actor,6.6,70,Pablo Schreiber,1
7364,Favorite Son,2008,90,Drama,2,actor,6.6,70,Connor Paolo,1
7395,No Place Like Home,2006,90,Drama,1,actress,6.9,109,Susan O'Meara,1
7396,No Place Like Home,2006,90,Drama,2,actor,6.9,109,Carl Bradshaw,1
7411,Magicians,2007,90,Comedy,1,actor,6.0,5747,Robert Webb,4
7412,Magicians,2007,90,Comedy,2,actor,6.0,5747,David Mitchell,4
7419,Love for Sale,2006,90,Drama,1,actress,7.1,1790,Hermila Guedes,1
7420,Love for Sale,2006,90,Drama,2,actress,7.1,1790,Maria Menezes,1
7454,The Little Things,2006,90,Drama,1,actress,8.4,28,Stephanie Bentley,1
7455,The Little Things,2006,90,Drama,2,actor,8.4,28,Joe Charles,1
7460,Broke,2006,88,Comedy,1,actor,2.6,118,Josh Alletto,4
7461,Broke,2006,88,Comedy,2,actor,2.6,118,Mike Balts,4
7496,Phantom Love,2007,87,Drama,1,actress,6.2,220,Marina Shoif,1
7497,Phantom Love,2007,87,Drama,2,actress,6.2,220,Juliette Marquis,1
7538,The Island,2006,112,Drama,1,actor,7.8,11765,Pyotr Mamonov,1
7539,The Island,2006,112,Drama,2,actor,7.8,11765,Viktor Sukhorukov,1
7542,Homeland,2009,81,Drama,1,actor,4.8,58,Fran Kranz,4
7543,Homeland,2009,81,Drama,2,actress,4.8,58,Elize du Toit,4
7546,The Last Request,2006,91,Comedy,1,actor,3.4,228,T.R. Knight,4
7547,The Last Request,2006,91,Comedy,2,actor,3.4,228,Danny Aiello,4
7582,Asylum,2008,80,Thriller,1,actor,6.2,81,Julien Courbey,1
7583,Asylum,2008,80,Thriller,2,actor,6.2,81,Jean-Marie Lamour,1
7584,Inside,2007,82,Horror,1,actress,6.7,40293,Alysson Paradis,1
7585,Inside,2007,82,Horror,2,actor,6.7,40293,Jean-Baptiste Tabourin,1
7616,Still Life,2006,111,Drama,1,actress,7.3,6653,Tao Zhao,1
7617,Still Life,2006,111,Drama,2,actor,7.3,6653,Zhou Lan,1
7650,Teen Spirit,2007,90,Comedy,1,actor,5.4,238,Vincent Elbaz,4
7651,Teen Spirit,2007,90,Comedy,2,actress,5.4,238,Daisy Broom,4
7660,Catharsis,2011,89,Mystery,1,actor,6.6,13,Rudy Ruggiero,7
7661,Catharsis,2011,89,Mystery,2,actress,6.6,13,Barbara Kaudelka,5
7721,Darling,2007,94,Drama,1,actress,6.5,1507,Michelle Meadows,1
7722,Darling,2007,94,Drama,2,actor,6.5,1507,Michael Segerström,1
7759,Take Out,2006,85,Comedy,1,actor,7.4,10,Jayson Therrien,1
7760,Take Out,2006,85,Comedy,2,actor,7.4,10,Sean MacPherson,1
7859,Hand in Hand,2007,77,Drama,1,actress,8.2,22,Kasey Buckley,1
7860,Hand in Hand,2007,77,Drama,2,actor,8.2,22,Marko Malic,1
7863,Nina,2006,116,Drama,1,actor,7.6,16,Desmond Andrews,1
7864,Nina,2006,116,Drama,2,actor,7.6,16,James Ellsworth,1
7889,Immortal,2006,110,Action,1,actor,6.0,252,Joe Henley,1
7890,Immortal,2006,110,Action,2,actor,6.0,252,Chelsea Steffensen,1
7893,Treasure Island,2007,186,Adventure,1,actor,4.8,428,François Goeske,6
7894,Treasure Island,2007,186,Adventure,2,actress,4.8,428,Diane Willems,6
7917,The Little Death,2006,89,Thriller,1,actress,7.8,16,Laura Lee Bahr,1
7918,The Little Death,2006,89,Thriller,2,actor,7.8,16,Chris Butler,1
7936,On the Other Side,2006,100,Romance,1,actor,7.5,13,Manish Dayal,1
7937,On the Other Side,2006,100,Romance,2,actress,7.5,13,Roquel La Fayette,1
7944,September,2007,85,Drama,1,actor,6.4,413,Xavier Samuel,1
7945,September,2007,85,Drama,2,actor,6.4,413,Clarence Ryan,1
7974,Good Luck with That,2007,94,Action,1,actor,3.4,52,Igor Breakenback,4
7975,Good Luck with That,2007,94,Action,2,actor,3.4,52,Tux Akindoyeni,4
7976,The 27 Club,2008,94,Drama,1,actor,6.7,367,Joe Anderson,1
7977,The 27 Club,2008,94,Drama,2,actor,6.7,367,David P. Emrich,1
7980,Indiscretion,2006,83,Drama,1,actress,8.7,15,Rebecca Aviles,1
7981,Indiscretion,2006,83,Drama,2,actress,8.7,15,Christina Carrera,1
8011,Invisible,2006,70,Thriller,1,actor,3.2,102,Joe Mellis,4
8012,Invisible,2006,70,Thriller,2,actor,3.2,102,David Mogentale,4
8013,The Pool,2007,98,Drama,1,actor,7.2,875,Nana Patekar,1
8014,The Pool,2007,98,Drama,2,actor,7.2,875,Venkatesh Chavan,1
8015,Last Call,2008,94,Drama,1,actress,4.1,33,Cara Seymour,4
8016,Last Call,2008,94,Drama,2,actress,4.1,33,Lori Petty,4
8033,The Inner Circle,2009,96,Drama,1,actress,6.9,59,Sarah Aldrich,1
8034,The Inner Circle,2009,96,Drama,2,actress,6.9,59,Jill Andre,1
8037,Stash,2007,80,Comedy,1,actress,5.6,41,Noelle Bou-Sliman,4
8038,Stash,2007,80,Comedy,2,actor,5.6,41,Jim Carrane,4
8053,Behind the Walls,2008,92,Drama,1,actress,6.7,207,Carole Bouquet,1
8054,Behind the Walls,2008,92,Drama,2,actor,6.7,207,François Damiens,1
8096,The Penthouse,2010,89,Comedy,1,actor,3.5,1498,Rider Strong,4
8097,The Penthouse,2010,89,Comedy,2,actor,3.5,1498,Corey Large,4
8120,Alice,2002,85,Fantasy,1,actress,6.1,24,Tina Barnes,1
8121,Alice,2002,85,Fantasy,2,actor,6.1,24,Ian Cullen,1
8134,Consequences,2006,86,Thriller,1,actor,2.9,130,Nicholas Kattar,4
8135,Consequences,2006,86,Thriller,2,actor,2.9,130,Paul Marron,4
8170,Together,2006,71,Comedy,1,actress,7.8,22,Zoe Hunter,1
8171,Together,2006,71,Comedy,2,actress,7.8,22,Susie Abraham,1
8172,The Girl,2006,92,Comedy,1,actor,8.1,17,Ryan Bergmann,1
8173,The Girl,2006,92,Comedy,2,actor,8.1,17,Tim Hammer,1
8186,Wrong Number,2007,73,Romance,1,actor,6.4,10,Mario Macaluso,1
8187,Wrong Number,2007,73,Romance,2,actress,6.4,10,Alexandra Finder,1
8202,Hope,2006,106,Drama,1,actress,6.9,10,Kaveri,1
8203,Hope,2006,106,Drama,2,actor,6.9,10,D. Rama Naidu,1
8220,The Project,2008,84,Drama,1,actor,7.4,112,T.J. Allen,1
8221,The Project,2008,84,Drama,2,actor,7.4,112,Tony Terrell Alston,1
8246,The Passage,2007,95,Thriller,1,actor,6.1,495,Stephen Dorff,1
8247,The Passage,2007,95,Thriller,2,actress,6.1,495,Sarai Givaty,1
8328,Blackbird,2007,104,Drama,1,actor,6.3,270,Paul Sparks,1
8329,Blackbird,2007,104,Drama,2,actress,6.3,270,Gillian Jacobs,1
8348,Kisses,2008,72,Drama,1,actress,7.3,1881,Kelly O'Neill,1
8349,Kisses,2008,72,Drama,2,actor,7.3,1881,Shane Curry,1
8419,Marked,2007,96,Thriller,1,actress,3.4,133,Tara Carroll,4
8420,Marked,2007,96,Thriller,2,actor,3.4,133,Samuel Child,4
8445,Positive,2007,110,Drama,1,actor,8.4,12,Scott Lunsford,1
8446,Positive,2007,110,Drama,2,actress,8.4,12,Demi Baumann,1
8457,Nostalgia,2007,102,Drama,1,actress,5.4,22,Kelli Nordhus,4
8458,Nostalgia,2007,102,Drama,2,actor,5.4,22,Seth Macari,4
8469,The Unforgiven,2011,115,Drama,1,actor,5.1,11,Tony Devon,3
8470,The Unforgiven,2011,115,Drama,2,actress,5.1,11,Kim McQuire,5
8501,Torture Room,2007,83,Thriller,1,actress,4.0,172,Lena Bookall,4
8502,Torture Room,2007,83,Thriller,2,actor,4.0,172,John Forgeham,4
8511,Down the River,2018,98,Adventure,1,actor,7.7,43,Louis Hofmann,7
8512,Down the River,2018,98,Adventure,2,actor,7.7,43,Oliver Masucci,7
8519,Bull,2019,108,Drama,1,actor,6.9,5316,Rob Morgan,7
8520,Bull,2019,108,Drama,2,actress,6.9,5316,Amber Havard,5
8523,Cinderella,2018,150,Musical,1,actress,7.4,10,Vanessa Becerra,3
8524,Cinderella,2018,150,Musical,2,actor,7.4,10,Jonas Hacker,3
8525,Layover,2009,79,Drama,1,actress,8.5,22,Stacey Miller,1
8526,Layover,2009,79,Drama,2,actor,8.5,22,John Ansotegui,1
8569,Promises,2021,113,Drama,1,actor,5.7,137,Pierfrancesco Favino,3
8570,Promises,2021,113,Drama,2,actress,5.7,137,Kelly Reilly,3
8585,Darkling,2022,104,Drama,1,actress,8.2,93,Danica Curcic,5
8586,Darkling,2022,104,Drama,2,actor,8.2,93,Darren Pettie,7
8613,Shadow,2021,115,Drama,1,actress,7.2,101,Ana Moreira,3
