,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname,y_pred
39144,Camp,2008,81,Horror,2,actor,3.2,66,Amr Abdelaziz,4
39145,Family,2018,85,Comedy,1,actress,6.3,2755,Taylor Schilling,5
39146,Family,2018,85,Comedy,2,actress,6.3,2755,Bryn Vale,5
39240,Falling,2017,105,Drama,1,actor,6.9,274,Christian Borys,7
39241,Falling,2017,105,Drama,2,actor,6.9,274,Oleh Mosiichuk,7
39262,Nomad,2017,112,Drama,1,actor,6.5,79,Berke Üzrek,3
39263,Nomad,2017,112,Drama,2,actor,6.5,79,Arda Aranat,3
39268,Continuity,2016,85,Drama,1,actor,6.8,12,Bruno Alexander,7
39269,Continuity,2016,85,Drama,2,actor,6.8,12,Jakob Bieber,7
39272,Brothers,2017,93,Drama,1,actor,7.0,124,Achmed Akkabi,7
39273,Brothers,2017,93,Drama,2,actor,7.0,124,Walid Benmbarek,7
39286,Adam,2019,95,Comedy,1,actor,3.9,1617,Nicholas Alexander,0
39287,Adam,2019,95,Comedy,2,actress,3.9,1617,Bobbi Salvör Menuez,0
39321,Plan B,2016,103,Action,1,actor,5.8,645,Can Aydin,7
39322,Plan B,2016,103,Action,2,actor,5.8,645,Cha-Lee Yoon,7
39325,Schism,2020,100,Horror,1,actor,5.1,38,Hogan Mason,0
39326,Schism,2020,100,Horror,2,actor,5.1,38,Robert Shuster,0
39385,Prowl,2016,75,Drama,1,actress,6.1,63,Corina Moise,5
39386,Prowl,2016,75,Drama,2,actress,6.1,63,Iulia Lumânare,5
39425,Sisterhood,2016,97,Drama,1,actress,6.6,286,Gigi Leung,5
39426,Sisterhood,2016,97,Drama,2,actress,6.6,286,Fish Liew,5
39447,Milk and Honey,2010,95,Comedy,1,actor,3.0,128,Mehran Ghafoorian,4
39448,Milk and Honey,2010,95,Comedy,2,actor,3.0,128,Mohsen Ghazi Moradi,4
39501,The Portal,2017,75,Horror,1,actor,5.1,1083,Renne Araujo,0
39502,The Portal,2017,75,Horror,2,actress,5.1,1083,Angela Borrello,0
39543,Nocturne,2019,80,Drama,1,actor,6.6,174,Vincent van der Valk,7
39544,Nocturne,2019,80,Drama,2,actor,6.6,174,Reinout Scholten van Aschat,7
39561,The Door,2017,105,Family,1,actor,6.4,17,Wu Jiang,7
39562,The Door,2017,105,Family,2,actress,6.4,17,Qinqin Jiang,5
39591,The Mirror,2015,90,Horror,1,actress,5.9,39,Pimpan Chalaikupp,5
39592,The Mirror,2015,90,Horror,2,actress,5.9,39,Wassana Chalakorn,5
39603,The Island,2010,90,Comedy,1,actor,3.2,6,Hua Liu,4
39604,The Island,2010,90,Comedy,2,actress,3.2,6,Siyan Huo,4
39623,Nostalgia,2018,114,Drama,1,actor,5.5,1197,Hugo Armstrong,3
39624,Nostalgia,2018,114,Drama,2,actress,5.5,1197,Mezi Atwood,3
39637,The Blackout,2019,80,Drama,1,actress,5.5,26,Leah Henoch,5
39638,The Blackout,2019,80,Drama,2,actress,5.5,26,Hillary Anne Matthews,5
39675,Souvenir,2019,107,Drama,1,actress,5.9,358,Paulina Gaitan,5
39676,Souvenir,2019,107,Drama,2,actor,5.9,358,Marco Pérez,7
39706,Jellyfish,2018,101,Drama,1,actress,7.2,877,Liv Hill,5
39707,Jellyfish,2018,101,Drama,2,actress,7.2,877,Sinead Matthews,5
39738,After You're Gone,2016,119,Drama,1,actor,6.0,227,Sergey Bezrukov,3
39739,After You're Gone,2016,119,Drama,2,actress,6.0,227,Anastasiya Bezrukova,3
39740,Hostel,2013,135,Drama,1,actress,5.9,48,Rista Basnet,3
39741,Hostel,2013,135,Drama,2,actor,5.9,48,Salon Basnet,3
39780,Last Call,2021,102,Comedy,1,actor,4.1,689,Jeremy Piven,0
39781,Last Call,2021,102,Comedy,2,actress,4.1,689,Taryn Manning,0
39819,Oasis,2017,71,Drama,1,actor,7.2,1278,Cesar DeFuentes,7
39820,Oasis,2017,71,Drama,2,actor,7.2,1278,Matthew Lynn,7
39877,Most Likely to Murder,2018,90,Comedy,1,actor,5.1,1096,Adam Pally,0
39878,Most Likely to Murder,2018,90,Comedy,2,actress,5.1,1096,Rachel Bloom,0
39879,Mercy,2019,85,Drama,1,actress,6.5,281,Fernanda Montenegro,5
39880,Mercy,2019,85,Drama,2,actor,6.5,281,Matheus Nachtergaele,7
39901,Intimacies,2012,255,Drama,1,director,5.6,155,Ryûsuke Hamaguchi,6
39909,Snapshot,2016,81,Drama,1,actress,5.0,9,Sharon Tal,5
39910,Snapshot,2016,81,Drama,2,actor,5.0,9,Amnon Wolf,7
39939,The Cabin,2019,94,Drama,1,actor,5.2,19,Deven Bromme,7
39940,The Cabin,2019,94,Drama,2,actor,5.2,19,Harrison Carter,7
39945,Back Home,2018,103,Comedy,1,actor,5.6,675,Antonio Albanese,7
39946,Back Home,2018,103,Comedy,2,actor,5.6,675,Alex Fondja,7
39947,Selfie,2017,85,Comedy,1,actor,6.0,590,Santiago Alverú,7
39948,Selfie,2017,85,Comedy,2,actress,6.0,590,Macarena Sanz,5
39959,Bluebeard,2017,117,Thriller,1,actor,6.4,1899,Cho Jin-woong,3
39960,Bluebeard,2017,117,Thriller,2,actor,6.4,1899,Goo Shin,3
39969,Stalker,2019,93,Thriller,1,actress,5.6,11,Monica Moore Smith,5
39970,Stalker,2019,93,Thriller,2,actress,5.6,11,Cindy Perez,5
40009,Listen,2020,73,Drama,1,actress,7.0,1678,Lúcia Moniz,5
40010,Listen,2020,73,Drama,2,actress,7.0,1678,Sophia Myles,5
40011,Cycle,2018,96,Comedy,1,actor,8.2,481,Hrishikesh Joshi,7
40012,Cycle,2018,96,Comedy,2,actor,8.2,481,Priyadarshan Jadhav,7
40045,Tungsten,2018,79,Drama,1,actress,6.7,231,Jamile Alves,5
40046,Tungsten,2018,79,Drama,2,actor,6.7,231,Juarez Alves,7
40137,Full Moon,2017,85,Drama,1,actress,5.7,30,Elzemarieke de Vos,5
40138,Full Moon,2017,85,Drama,2,actor,5.7,30,Oliver Stokowski,7
40157,Bad Seeds,2018,100,Comedy,1,actor,7.3,5352,Kheiron,7
40158,Bad Seeds,2018,100,Comedy,2,actress,7.3,5352,Catherine Deneuve,5
40209,The Intruder,2019,102,Thriller,1,actor,5.6,16987,Michael Ealy,7
40210,The Intruder,2019,102,Thriller,2,actress,5.6,16987,Meagan Good,5
40243,Find Me,2018,104,Drama,1,actress,6.3,555,Sara Amini,5
40244,Find Me,2018,104,Drama,2,actress,6.3,555,Krizia Bajos,5
40281,The Neighborhood,2017,107,Drama,1,actor,7.6,2674,Danny Aiello,7
40282,The Neighborhood,2017,107,Drama,2,actor,7.6,2674,Francesco Antonio,7
40294,Foxtrot,2017,113,Mystery,1,actor,6.9,20,Ronnie Quillen,3
40295,Foxtrot,2017,113,Mystery,2,actor,6.9,20,Adler Roberts,3
40300,All In,2019,98,Drama,1,actress,6.0,132,Niatia 'Lil Mama' Kirkland,5
40301,All In,2019,98,Drama,2,actress,6.0,132,Elise Neal,5
40438,Welcome Home,2018,97,Thriller,1,actress,5.2,7429,Emily Ratajkowski,0
40439,Welcome Home,2018,97,Thriller,2,actor,5.2,7429,Aaron Paul,0
40464,The Game Changer,2019,105,Romance,1,actor,7.5,15,Thomas Kadman,7
40465,The Game Changer,2019,105,Romance,2,actress,7.5,15,Gina Laline,5
40470,Monster,2018,90,Horror,1,actor,6.1,170,Justin Hayward,7
40471,Monster,2018,90,Horror,2,actress,6.1,170,Danielle Harold,5
40478,Man Camp,2019,94,Comedy,1,actor,5.5,191,Pete Gardner,7
40479,Man Camp,2019,94,Comedy,2,actor,5.5,191,Daniel Cummings,7
40484,September,2017,70,Drama,1,actress,5.6,669,Costanza Andrade,5
40485,September,2017,70,Drama,2,actor,5.6,669,Tuti Furlan,7
40579,The Net,2017,75,Drama,1,actor,5.0,37,Sergey Belyy,0
40580,The Net,2017,75,Drama,2,actor,5.0,37,Yuriy Borisov,0
40621,Perception,2018,102,Thriller,1,actor,5.0,514,Wes Ramsey,0
40622,Perception,2018,102,Thriller,2,actress,5.0,514,Caitlin Mehner,0
40625,Turn Around,2017,108,Drama,1,actor,6.6,86,Jay Shih,7
40626,Turn Around,2017,108,Drama,2,actress,6.6,86,Kimi Hsia,5
40654,The Prize,2017,99,Drama,1,actor,5.7,449,Gigi Proietti,7
40655,The Prize,2017,99,Drama,2,actor,5.7,449,Alessandro Gassmann,7
40668,Foxtrot,2017,113,Drama,1,actor,7.2,7427,Lior Ashkenazi,3
40669,Foxtrot,2017,113,Drama,2,actress,7.2,7427,Sarah Adler,3
40720,Lilith,2018,82,Horror,1,actress,3.0,200,Felissa Rose,0
40721,Lilith,2018,82,Horror,2,actor,3.0,200,Michael Wainwright,0
40738,Genius,2012,142,Drama,1,actor,5.8,36,Havish,3
40739,Genius,2012,142,Drama,2,actress,5.8,36,Sanusha,3
40758,Puzzle,2018,103,Drama,1,actress,6.7,7820,Kelly Macdonald,5
40759,Puzzle,2018,103,Drama,2,actor,6.7,7820,Irrfan Khan,7
40766,Drowning,2019,85,Drama,1,actress,5.7,74,Jessica Allen,5
40767,Drowning,2019,85,Drama,2,actress,5.7,74,Pardeep Bassi,5
40854,Waiting for the Barbarians,2017,76,Drama,1,actor,5.6,66,Fitzgerald Berthon,7
40855,Waiting for the Barbarians,2017,76,Drama,2,actress,5.6,66,Hélène Gratet,5
40862,Mothers,2017,119,Drama,1,actor,6.2,108,Chan-Young Yoon,3
40863,Mothers,2017,119,Drama,2,actress,6.2,108,Jang Hye-jin,3
40868,Test,2019,90,Drama,1,actor,7.0,12,Johnny Ray Campbell,7
40869,Test,2019,90,Drama,2,actor,7.0,12,Leon Wayne Corley,7
40872,Ellipsis,2017,85,Drama,1,actor,6.2,156,Paul Anderson,7
40873,Ellipsis,2017,85,Drama,2,actress,6.2,156,Emily Barclay,5
40903,I Am You,2019,89,Drama,1,actress,7.6,165,Damla Sönmez,5
40904,I Am You,2019,89,Drama,2,actress,7.6,165,Defne Kayalar,5
40923,Ava,2017,88,Drama,1,actress,7.3,20,Caroline Dorzweiler,5
40924,Ava,2017,88,Drama,2,actress,7.3,20,Karin Hanczewski,5
40939,Three and a Half,2018,121,Drama,1,actor,6.6,252,Arya Dave,3
40940,Three and a Half,2018,121,Drama,2,actor,6.6,252,Chandani Grover,3
40953,Wasteland,2018,99,Drama,1,actor,6.0,67,Laurie Kynaston,7
40954,Wasteland,2018,99,Drama,2,actor,6.0,67,Mark Addy,7
40993,Bad Trip,2017,90,Comedy,1,actor,5.1,183,Tom Audenaert,0
40994,Bad Trip,2017,90,Comedy,2,actor,5.1,183,Peter De Graef,0
41005,Swimming,2018,101,Drama,1,actress,5.8,105,Stephanie Amarell,5
41006,Swimming,2018,101,Drama,2,actress,5.8,105,Lisa Vicari,5
41009,Daybreak,2017,85,Drama,1,actress,6.9,147,Ornela Kapetani,5
41010,Daybreak,2017,85,Drama,2,actress,6.9,147,Suzana Prifti,5
41017,Love for Sale,2017,88,Drama,1,actor,4.6,11,Atsushi Harada,0
41018,Love for Sale,2017,88,Drama,2,actor,4.6,11,Maasa Igarashi,0
41027,Hospital,2017,81,Horror,1,actress,4.8,36,Fatin Afeefa,0
41028,Hospital,2017,81,Horror,2,actress,4.8,36,Shima Anuar,0
41045,Adam,2018,72,Drama,1,actor,6.3,114,Ivar Asgeirsson,7
41046,Adam,2018,72,Drama,2,actor,6.3,114,Hans Brückner,7
41087,Game Over,2012,93,Comedy,1,actress,3.1,160,Youssra,0
41088,Game Over,2012,93,Comedy,2,actress,3.1,160,Mayy Izzuddin,0
41099,Sin,2020,88,Drama,1,actor,8.3,21,Morrison James,7
41100,Sin,2020,88,Drama,2,actor,8.3,21,Jürgen Buscher,7
41105,After,2017,75,Drama,1,actor,5.4,17,Ben Brown,7
41106,After,2017,75,Drama,2,actress,5.4,17,Jennifer Brown,5
41121,Ride,2018,95,Drama,1,actress,6.0,311,Chiara Martegiani,5
41122,Ride,2018,95,Drama,2,actor,6.0,311,Renato Carpentieri,7
41129,Dream State,2018,85,Drama,1,actor,6.7,30,Karim Theilgaard,7
41130,Dream State,2018,85,Drama,2,actress,6.7,30,Kimmie Falstrøm,5
41137,The River,2018,108,Drama,1,actor,6.5,172,Zhalgas Klanov,7
41138,The River,2018,108,Drama,2,actor,6.5,172,Zhasulan Userbayev,7
41179,Dark Justice,2018,86,Thriller,1,actor,5.0,128,Martin McCann,0
41180,Dark Justice,2018,86,Thriller,2,actress,5.0,128,Pascale Bussières,0
41199,Candy,2017,76,Action,1,actress,3.5,139,Sheneka Adams,0
41200,Candy,2017,76,Action,2,actress,3.5,139,Gina Caliste,0
41239,Trapped,2021,80,Drama,1,actor,7.4,5,Ossama Mohamed Attia,7
41240,Trapped,2021,80,Drama,2,actress,7.4,5,Habiba Effat,5
41293,All Inclusive,2018,92,Comedy,1,actor,6.1,92,Alan Sabbagh,7
41294,All Inclusive,2018,92,Comedy,2,actress,6.1,92,Julieta Zylberberg,5
41390,Wretch,2018,89,Horror,1,actress,3.7,309,Megan Massie,0
41391,Wretch,2018,89,Horror,2,actor,3.7,309,Spencer Korcz,0
41404,Rich Kids,2018,96,Drama,1,actor,6.1,124,Gerardo M Velasquez,7
41405,Rich Kids,2018,96,Drama,2,actor,6.1,124,Justin Rodriguez,7
41494,Ava,2017,102,Drama,1,actor,6.7,310,Vahid Aghapoor,7
41495,Ava,2017,102,Drama,2,actress,6.7,310,Parnian Akhtari,5
41542,Demon,2017,70,Horror,1,actor,5.2,1105,Ramon Antonio,0
41543,Demon,2017,70,Horror,2,actor,5.2,1105,Michael Dionne,0
41572,On the Sly,2017,94,Drama,1,actor,5.6,184,Franck Gastambide,7
41573,On the Sly,2017,94,Drama,2,actress,5.6,184,Alice Isaaz,5
41578,Blueprint,2017,76,Drama,1,actor,6.8,65,Jerod Haynes,7
41579,Blueprint,2017,76,Drama,2,actress,6.8,65,Tai Davis,5
41656,The Bet,2020,101,Comedy,1,actress,4.0,192,Natasha Little,0
41657,The Bet,2020,101,Comedy,2,actor,4.0,192,Douglas Hodge,0
41668,Egg,2018,90,Comedy,1,actress,5.1,848,Christina Hendricks,0
41669,Egg,2018,90,Comedy,2,actress,5.1,848,Alysia Reiner,0
41674,The Cage,2017,83,Sci-Fi,1,actress,7.7,71,Karina Velasquez,5
41675,The Cage,2017,83,Sci-Fi,2,actress,7.7,71,Ananda Troconis,5
41684,Forever Yours,2017,98,Romance,1,actress,8.5,6,Nguyen Thi Nguyet Anh,5
41685,Forever Yours,2017,98,Romance,2,actor,8.5,6,Huu Chau,7
41732,Break,2018,96,Drama,1,actress,5.8,1144,Sabrina Ouazani,5
41733,Break,2018,96,Drama,2,actor,5.8,1144,Kévin Mischel,7
41776,The Sandman,2017,88,Horror,1,actress,4.3,1688,Haylie Duff,0
41777,The Sandman,2017,88,Horror,2,actor,4.3,1688,Tobin Bell,0
41786,Safe Inside,2019,102,Thriller,1,actor,4.8,215,Tom Ainsley,0
41787,Safe Inside,2019,102,Thriller,2,actress,4.8,215,Joanna Kulig,0
41808,The 27 Club,2019,97,Horror,1,actress,3.2,162,Maddisyn Carter,0
41809,The 27 Club,2019,97,Horror,2,actress,3.2,162,Hailey Allen,0
41832,The Cage,2017,77,Drama,1,actor,5.3,26,Wonmok Kim,7
41833,The Cage,2017,77,Drama,2,actor,5.3,26,Kiha Kwon,7
41864,Believe,2019,109,Drama,1,director,6.2,14,Paul Cox,3
41870,Game Over,2017,140,Thriller,1,actress,7.2,94,Gurleen Chopra,3
41871,Game Over,2017,140,Thriller,2,actor,7.2,94,Rajesh Sharma,3
41876,Uncle,2018,145,Drama,1,actor,6.5,947,Mammootty,3
41877,Uncle,2018,145,Drama,2,actress,6.5,947,Karthika Muraleedharan,3
41878,Sunny,2018,110,Thriller,1,actress,5.9,81,Rie Kitahara,5
41879,Sunny,2018,110,Thriller,2,actor,5.9,81,Pierre Taki,3
41882,Last Summer,2018,97,Drama,1,actor,6.1,321,Noa Thomas,7
41883,Last Summer,2018,97,Drama,2,actor,6.1,321,Gruffydd Weston,7
41938,The Last Laugh,2019,98,Comedy,1,actor,5.6,5723,Chevy Chase,7
41939,The Last Laugh,2019,98,Comedy,2,actor,5.6,5723,Richard Dreyfuss,7
41956,Last Night,2017,104,Drama,1,actor,6.8,140,Piolo Pascual,7
41957,Last Night,2017,104,Drama,2,actress,6.8,140,Toni Gonzaga,5
41964,A Decent Man,2018,93,Drama,1,actor,5.3,140,Valeriu Andriuta,7
41965,A Decent Man,2018,93,Drama,2,actress,5.3,140,Madalina Constantin,5
42018,Rust,2018,100,Drama,1,actor,6.3,648,Giovanni de Lorenzi,7
42019,Rust,2018,100,Drama,2,actress,6.3,648,Tifanny Dopke,5
42024,Fractures,2017,85,Drama,1,actress,3.9,23,Alexandra Naoum,0
42025,Fractures,2017,85,Drama,2,actor,3.9,23,Benoit Rabillé,0
42035,Unbridled,2018,96,Thriller,1,actress,5.1,500,Natalia de Molina,0
42036,Unbridled,2018,96,Thriller,2,actor,5.1,500,Daniel Grao,0
42073,Rain,2020,98,Drama,1,actor,6.2,112,Aleksei Beljajev,7
42074,Rain,2020,98,Drama,2,actor,6.2,112,Marcus Borkmann,7
42115,Entanglement,2021,95,Drama,1,actor,5.2,94,Omar Gooding,7
42116,Entanglement,2021,95,Drama,2,actress,5.2,94,Tangi Miller,5
42170,Uncle,2019,106,Drama,1,actress,7.2,735,Jette Søndergaard,5
42171,Uncle,2019,106,Drama,2,actor,7.2,735,Peter Hansen Tygesen,7
42285,Stay,2017,86,Drama,1,actor,6.5,13,Cristen Rocket Adams,7
42286,Stay,2017,86,Drama,2,actress,6.5,13,Hameeda Al-Halemi,5
42287,Wheels,2020,80,Drama,1,actor,7.4,46,Arnstar,7
42288,Wheels,2020,80,Drama,2,actress,7.4,46,Shyrley Rodriguez,5
42299,One of These Days,2017,80,Drama,1,actor,5.8,76,Panos Aprahamian,7
42300,One of These Days,2017,80,Drama,2,actor,5.8,76,Nicolas Cardahi,7
42301,Karma,2017,125,Thriller,1,actress,7.3,53,Maria Artis,3
42302,Karma,2017,125,Thriller,2,actor,7.3,53,Christian Childress,3
42373,The Empty Hands,2017,87,Drama,1,actress,6.0,598,Stephy Tang,5
42374,The Empty Hands,2017,87,Drama,2,actor,6.0,598,Chapman To,7
42379,DNA,2020,90,Drama,1,actress,6.0,1026,Fanny Ardant,5
42380,DNA,2020,90,Drama,2,actor,6.0,1026,Louis Garrel,7
42447,Charlotte,2017,83,Horror,1,actress,3.3,304,Sarah Agor,0
42448,Charlotte,2017,83,Horror,2,actress,3.3,304,Kimberly Atkinson,0
42467,Fractures,2018,83,Drama,1,actress,6.9,23,Liat Ekta,5
42468,Fractures,2018,83,Drama,2,actress,6.9,23,Tzufit Grant,5
42497,Helen,2017,88,Drama,1,actress,5.1,91,Roshanak Gerami,5
42498,Helen,2017,88,Drama,2,actor,5.1,91,Pejman Bazeghi,7
42541,Heavy Duty,2019,82,Comedy,1,actor,4.5,403,Gérard Depardieu,0
42542,Heavy Duty,2019,82,Comedy,2,actor,4.5,403,Christian Clavier,0
42551,Torment,2017,82,Horror,1,actor,5.4,8,Bill Fellows,0
42552,Torment,2017,82,Horror,2,actress,5.4,8,Cora Fenton,0
42587,Northern Wind,2017,89,Drama,1,actor,6.6,158,Philippe Rebbot,7
42588,Northern Wind,2017,89,Drama,2,actor,6.6,158,Mohamed Amine Hamzaoui,7
42591,Let There Be Light,2019,93,Drama,1,actor,7.2,453,Milan Ondrík,7
42592,Let There Be Light,2019,93,Drama,2,actor,7.2,453,Frantisek Beles,7
42599,Charlotte,2021,79,Comedy,1,actress,6.3,29,Ángela Molina,5
42600,Charlotte,2021,79,Comedy,2,actor,6.3,29,Gerardo Romano,7
42656,Maggots,2017,71,Sci-Fi,1,actor,2.7,78,Jeff Albee,0
42657,Maggots,2017,71,Sci-Fi,2,actor,2.7,78,Jerry Bell Jr.,0
42797,All Is Well,2018,90,Drama,1,actress,6.5,1408,Aenne Schwarz,5
42798,All Is Well,2018,90,Drama,2,actor,6.5,1408,Andreas Döhler,7
42799,The Sandman,2017,71,Horror,1,actor,4.4,35,Cliff Poche,0
42800,The Sandman,2017,71,Horror,2,actress,4.4,35,Sandy Eells,0
42803,Euphoria,2018,115,Drama,1,actor,6.5,1290,Riccardo Scamarcio,3
42804,Euphoria,2018,115,Drama,2,actor,6.5,1290,Valerio Mastandrea,3
42821,Darkling,2017,74,Thriller,1,actor,5.4,5,Bruce Falcon,0
42822,Darkling,2017,74,Thriller,2,actor,5.4,5,Tobin Welborn,0
42831,Parched,2017,83,Horror,1,actress,3.3,206,Angelica Arroliga,0
42832,Parched,2017,83,Horror,2,actress,3.3,206,Gabriella Chiulli,0
42853,Misfit,2016,90,Horror,1,actress,4.8,47,Angie Braley,0
42854,Misfit,2016,90,Horror,2,actress,4.8,47,Brianne Braley,0
42865,The Sacrifice,2019,135,Romance,1,actress,6.3,422,Srabanti Chatterjee,3
42866,The Sacrifice,2019,135,Romance,2,actress,6.3,422,Mili Bashar,3
42909,The Prayer,2018,107,Drama,1,actor,6.6,1153,Anthony Bajon,7
42910,The Prayer,2018,107,Drama,2,actor,6.6,1153,Damien Chapelle,7
42933,The Project,2020,94,Thriller,1,actress,4.3,32,Skylar Radzion,0
42934,The Project,2020,94,Thriller,2,actor,4.3,32,Griffin Cork,0
42983,Cold Feet,2018,97,Comedy,1,actor,6.2,762,Emilio Sakraya,7
42984,Cold Feet,2018,97,Comedy,2,actor,6.2,762,Alex Czerwinski,7
43065,Dawn,2018,119,Drama,1,actress,4.5,90,Erin Nordseth,3
43066,Dawn,2018,119,Drama,2,actor,4.5,90,Patrick Vann,3
43127,Entangled,2019,93,Drama,1,actor,3.6,137,Jonathan Cake,0
43128,Entangled,2019,93,Drama,2,actress,3.6,137,Lucy Walters,0
43139,The Mountain,2018,106,Drama,1,actor,5.4,1569,Tye Sheridan,7
43140,The Mountain,2018,106,Drama,2,actor,5.4,1569,Udo Kier,7
43163,The Farm,2018,80,Horror,1,actress,3.7,2959,Nora Yessayan,0
43164,The Farm,2018,80,Horror,2,actor,3.7,2959,Alec Gaylord,0
43231,After the Wedding,2019,112,Drama,1,actress,6.3,7513,Julianne Moore,3
43232,After the Wedding,2019,112,Drama,2,actress,6.3,7513,Michelle Williams,3
43255,Evergreen,2019,96,Drama,1,actress,7.3,81,Olivia Grace Applegate,5
43256,Evergreen,2019,96,Drama,2,actor,7.3,81,David Bianchi,7
43263,Wretch,2019,90,Horror,1,actress,3.0,71,Maria Olsen,0
43264,Wretch,2019,90,Horror,2,actor,3.0,71,Lavel Schley,0
43265,Nowhere,2020,87,Drama,1,actor,5.8,124,Miguel González,7
43266,Nowhere,2020,87,Drama,2,actor,5.8,124,Juan Pablo Castiblanco,7
43280,Homeland,2018,73,Drama,1,actor,5.9,14,Parambrata Chattopadhyay,7
43281,Homeland,2018,73,Drama,2,actress,5.9,14,Treava,5
43313,The Dinner Party,2018,70,Drama,1,actress,5.8,25,Kelly Erin Decker,5
43314,The Dinner Party,2018,70,Drama,2,actor,5.8,25,Eric Gorlow,7
43339,Gypsy,2020,145,Drama,1,actor,6.7,690,Jiiva,3
43340,Gypsy,2020,145,Drama,2,actress,6.7,690,Natasha Singh,3
43343,Lakshmi,2018,130,Drama,1,actress,6.7,698,Ditya Bhande,3
43344,Lakshmi,2018,130,Drama,2,actor,6.7,698,Prabhu Deva,3
43452,The Falls,2018,108,Drama,1,actor,5.8,12,Daju Lu,7
43453,The Falls,2018,108,Drama,2,actress,5.8,12,Luyang Yan,5
43470,Happy Wedding,2018,128,Drama,1,actor,4.5,129,Sumanth Ashwin,3
43471,Happy Wedding,2018,128,Drama,2,actress,4.5,129,Niharika Konidela,3
43474,Emma,2018,77,Drama,1,actor,4.6,23,Germán Palacios,0
43475,Emma,2018,77,Drama,2,actress,4.6,23,Sofía Rangone,0
43500,Blue Moon,2018,85,Thriller,1,actor,7.5,59,Mark Hadlow,7
43501,Blue Moon,2018,85,Thriller,2,actor,7.5,59,Jed Brophy,7
43514,All Inclusive,2019,92,Comedy,1,actor,3.3,612,Franck Dubosc,0
43515,All Inclusive,2019,92,Comedy,2,actor,3.3,612,François-Xavier Demaison,0
43518,Immortal,2019,94,Thriller,1,actor,6.2,96,Tony Todd,7
43519,Immortal,2019,94,Thriller,2,actor,6.2,96,Dylan Baker,7
43526,Here We Are,2020,94,Drama,1,actor,7.2,297,Shai Avivi,7
43527,Here We Are,2020,94,Drama,2,actor,7.2,297,Noam Imber,7
43546,The Harvesters,2018,102,Drama,1,actor,6.5,851,Brent Vermeulen,7
43547,The Harvesters,2018,102,Drama,2,actor,6.5,851,Alex van Dyk,7
43568,Wolf,2019,85,Drama,1,actor,3.9,1669,Stuart Brennan,0
43569,Wolf,2019,85,Drama,2,actor,3.9,1669,Mark Paul Wake,0
43572,Release,2019,98,Drama,1,actor,8.8,36,Ian Paola,7
43573,Release,2019,98,Drama,2,actress,8.8,36,Priscilla Star Diaz,5
43606,This Town,2020,91,Comedy,1,actress,5.9,203,Robyn Malcolm,5
43607,This Town,2020,91,Comedy,2,actor,5.9,203,David White,7
43652,The Catch,2020,97,Drama,1,actress,4.9,128,Katia Winter,5
43653,The Catch,2020,97,Drama,2,actor,4.9,128,Bill Sage,7
43664,Justine,2019,106,Drama,1,actress,6.7,706,Darby Stanchfield,5
43665,Justine,2019,106,Drama,2,actress,6.7,706,Christine Ko,5
43679,Timon of Athens,2018,119,Drama,1,actor,7.6,29,Joseph Ziegler,3
43680,Timon of Athens,2018,119,Drama,2,actor,7.6,29,Josue Laboucane,3
43681,Romeo and Juliet,2018,183,Drama,1,actress,7.6,20,Sara Farb,6
43682,Romeo and Juliet,2018,183,Drama,2,actor,7.6,20,Antoine Yared,6
43697,Keys to the City,2019,90,Drama,1,actor,5.9,85,Isaiah Washington,7
43698,Keys to the City,2019,90,Drama,2,actor,5.9,85,Stephen Bishop,7
43725,A Christmas Carol,2018,81,Drama,1,actor,7.5,127,Simon Callow,7
43726,A Christmas Carol,2018,81,Drama,2,director,7.5,127,Tom Cairns,7
43727,Spiral,2020,98,Drama,1,actress,6.2,228,Alexandra Borbély,5
43728,Spiral,2020,98,Drama,2,actor,6.2,228,Bogdan Dumitrache,7
43759,The Conductor,2018,78,Fantasy,1,actress,7.3,20,Nadezda Kuzmina,5
43760,The Conductor,2018,78,Fantasy,2,actress,7.3,20,Tabitha Paigen,5
43761,Blackbird,2018,90,Romance,1,actor,6.8,19,Saif Al-Warith,7
43762,Blackbird,2018,90,Romance,2,actor,6.8,19,Ian Beattie,7
43771,Girl,2018,105,Drama,1,actor,7.1,14001,Victor Polster,7
43772,Girl,2018,105,Drama,2,actor,7.1,14001,Arieh Worthalter,7
43775,The Affair,2019,104,Drama,1,actress,5.3,755,Carice van Houten,5
43776,The Affair,2019,104,Drama,2,actress,5.3,755,Hanna Alström,5
43782,Eternity,2017,86,Drama,1,actor,7.7,625,Vicente Catacora,7
43783,Eternity,2017,86,Drama,2,actress,7.7,625,Rosa Nina,5
43819,Captive,2020,90,Thriller,1,actor,6.0,1254,William Kircher,7
43820,Captive,2020,90,Thriller,2,actress,6.0,1254,Tori Kostic,5
43825,Some Beasts,2019,97,Thriller,1,actress,5.7,193,Paulina García,5
43826,Some Beasts,2019,97,Thriller,2,actress,5.7,193,Consuelo Carreño,5
43833,Silence,2018,90,Drama,1,actress,5.8,20,Heather Carson,5
43834,Silence,2018,90,Drama,2,actress,5.8,20,Emily Dodson,5
43839,Genesis,2018,129,Drama,1,actress,6.9,1222,Noée Abita,3
43840,Genesis,2018,129,Drama,2,actor,6.9,1222,Théodore Pellerin,3
